class_index,brand_id,model_id,brand_name,model_name,normalized_brand,normalized_model,image_count,years,minimum_year,maximum_year,unknown_year_images,suspicious_years,valid_labels,missing_labels,malformed_labels,invalid_bounding_boxes,viewpoint_unknown,viewpoint_1,viewpoint_2,viewpoint_3,viewpoint_4,viewpoint_5
786,39,1342,Toyota,Saina,Toyota,Saina,83,2009;2011;2012;2015,2009,2015,0,,83,0,0,0,0,8,7,24,32,12
787,39,1336,Toyota,Sequoia,Toyota,Sequoia,120,2008;2010;2011;2012,2008,2012,0,,120,0,0,0,0,2,2,36,69,11
788,39,1363,Toyota,Toyota Tacoma,Toyota,Tacoma,120,2011;2012;2013;2015,2011,2015,0,,120,0,0,0,0,13,7,11,62,27
789,39,1349,Toyota,Undra,Toyota,Undra,120,2009;2011;2014;2015,2009,2015,0,,120,0,0,0,1,8,9,12,65,25
790,39,1375,Toyota,Toyota Urban Cruiser,Toyota,Urban Cruiser,50,2009,2009,2009,0,,50,0,0,0,0,5,4,14,19,8
791,39,1332,Toyota,Venza,Toyota,Venza,120,2009;2013,2009,2013,0,,120,0,0,0,0,14,12,20,50,24
792,39,1346,Toyota,Toyota Verso,Toyota,Verso,120,2010;2011;2013;2014,2010,2014,0,,120,0,0,0,3,4,6,21,61,25
793,39,1329,Toyota,Vios,Toyota,Vios,119,2011;2013;2014;2015,2011,2015,0,,119,0,0,0,0,22,20,18,33,26
794,39,1389,Toyota,Yaris,Toyota,Yaris,118,2008;2009;2011;2013;2015,2008,2015,0,,118,0,0,0,0,12,7,22,51,26
795,39,1385,Toyota,YARiS L,Toyota,YARiS L,120,2013;2014;2015,2013,2015,0,,120,0,0,0,0,21,18,20,37,24
796,39,1337,Toyota,Zelas,Toyota,Zelas,137,2011;2013;2014,2011,2014,0,,137,0,0,0,0,19,15,20,55,28
797,39,1370,Toyota,丰田Avalon,Toyota,丰田Avalon,119,2006;2011;2013;2015,2006,2015,0,,119,0,0,0,0,16,9,19,50,25
798,110,1093,Vauxhall,Vauxhall Adam,Vauxhall,Adam,120,2013;2015,2013,2015,0,,120,0,0,0,0,5,2,23,58,32
799,110,1100,Vauxhall,Vauxhall Astra,Vauxhall,Astra,120,2005;2006;2013,2005,2013,0,,120,0,0,0,0,4,0,29,49,38
800,110,1094,Vauxhall,Vauxhall Cascada,Vauxhall,Cascada,84,2013,2013,2013,0,,84,0,0,0,2,1,2,30,31,18
801,110,1095,Vauxhall,Vauxhall Corsa,Vauxhall,Corsa,62,2011;2015,2011,2015,0,,62,0,0,0,0,4,5,10,29,14
802,110,1096,Vauxhall,Vauxhall Insignia,Vauxhall,Insignia,120,2009;2010;2012;2014,2009,2014,0,,120,0,0,0,0,6,4,17,63,30
803,110,1099,Vauxhall,Vauxhall VXR8,Vauxhall,VXR8,120,2007;2009;2011;2013;2014,2007,2014,0,,120,0,0,0,0,7,2,14,70,27
804,73,474,Volkswagen,Amarok Pickup,Volkswagen,Amarok Pickup,120,2011;2013;2014,2011,2014,0,,120,0,0,0,2,7,6,15,55,35
805,73,461,Volkswagen,Beetle,Volkswagen,Beetle,120,2010;2012;2013;2014;2015,2010,2015,0,,120,0,0,0,0,22,19,14,34,31
806,73,500,Volkswagen,Bora,Volkswagen,Bora,147,2008;2011;2012;2013;2014,2008,2014,0,,147,0,0,0,0,28,20,23,49,27
807,73,498,Volkswagen,Caddy abroad version,Volkswagen,Caddy abroad version,73,2011;2013;2016,2011,2016,0,,73,0,0,0,0,5,4,5,41,18
808,73,462,Volkswagen,Caravelle,Volkswagen,Caravelle,106,2014,2014,2014,0,,106,0,0,0,0,15,15,18,36,22
809,73,508,Volkswagen,Volkswagen CC,Volkswagen,CC,164,2009;2010;2011;2012;2013,2009,2013,0,,164,0,0,0,0,26,12,32,64,30
810,73,475,Volkswagen,Cross Coupe,Volkswagen,Cross Coupe,84,2012;2015,2012,2015,0,,84,0,0,0,1,6,4,13,37,23
811,73,438,Volkswagen,Cross Lavida,Volkswagen,Cross Lavida,120,2014,2014,2014,0,,120,0,0,0,1,17,12,23,36,31
812,73,434,Volkswagen,Cross Polo,Volkswagen,Cross Polo,111,2008;2012;2014,2008,2014,0,,111,0,0,0,0,15,14,21,33,28
813,73,478,Volkswagen,CrossBlue,Volkswagen,CrossBlue,77,2013,2013,2013,0,,77,0,0,0,0,5,4,10,32,26
814,73,453,Volkswagen,Volkswagen Eos,Volkswagen,Eos,120,2008;2010;2011;2014;2015,2008,2015,0,,120,0,0,0,3,13,12,17,41,34
815,73,497,Volkswagen,Volkswagen Fox,Volkswagen,Fox,114,2004;2015,2004,2015,0,,114,0,0,0,1,9,2,25,53,24
816,73,501,Volkswagen,Golf,Volkswagen,Golf,175,2010;2011;2012;2013;2014,2010,2014,0,,175,0,0,0,0,19,20,38,54,44
817,73,458,Volkswagen,Golf convertible,Volkswagen,Golf convertible,58,2012,2012,2012,0,,58,0,0,0,0,6,6,12,19,15
818,73,459,Volkswagen,Golf estate,Volkswagen,Golf estate,55,2011;2013;2014,2011,2014,0,,55,0,0,0,0,5,6,12,17,15
819,73,502,Volkswagen,Golf GTI,Volkswagen,Golf GTI,146,2009;2010;2012;2013;2015,2009,2015,0,,146,0,0,0,0,23,13,24,50,36
820,73,456,Volkswagen,Golf R,Volkswagen,Golf R,132,2010;2011;2014;2015,2010,2015,0,,132,0,0,0,0,14,12,23,43,40
821,73,439,Volkswagen,Gran Lavida,Volkswagen,Gran Lavida,119,2013;2014;2015,2013,2015,0,,119,0,0,0,0,20,18,15,37,29
822,73,503,Volkswagen,Jetta,Volkswagen,Jetta,118,2009;2010;2011;2012;2013;2015,2009,2015,0,,118,0,0,0,0,21,12,20,37,28
823,73,483,Volkswagen,Jetta abroad version,Volkswagen,Jetta abroad version,120,2012;2013;2014;2015,2012,2015,0,,120,0,0,0,0,10,7,25,57,21
824,73,440,Volkswagen,Lavide,Volkswagen,Lavide,120,2008;2011;2013;2014;2015,2008,2015,0,,120,0,0,0,0,22,16,17,35,30
825,73,504,Volkswagen,Magotan,Volkswagen,Magotan,119,2009;2011;2012;2013;2015,2009,2015,0,,119,0,0,0,0,28,17,17,30,27
826,73,464,Volkswagen,Magotan estate,Volkswagen,Magotan estate,119,2011;2012;2014,2011,2014,0,,119,0,0,0,0,16,16,19,36,32
827,73,463,Volkswagen,Multivan,Volkswagen,Multivan,120,2006;2008;2012;2014;2015,2006,2015,0,,120,0,0,0,0,18,14,17,43,28
828,73,449,Volkswagen,NMC,Volkswagen,NMC,86,2014;2015,2014,2015,0,,86,0,0,0,0,10,9,24,24,19
829,73,441,Volkswagen,Passat,Volkswagen,Passat,120,2011;2013;2014;2015,2011,2015,0,,120,0,0,0,0,18,15,24,39,24
830,73,477,Volkswagen,Passat abroad version,Volkswagen,Passat abroad version,120,2013;2014;2015;2016,2013,2016,0,,120,0,0,0,0,5,6,28,49,32
831,73,442,Volkswagen,Passat Lingyu,Volkswagen,Passat Lingyu,115,2005;2007;2009;2012,2005,2012,0,,115,0,0,0,0,22,16,19,35,23
832,73,460,Volkswagen,Phaeton,Volkswagen,Phaeton,119,2009;2011;2012;2013;2014,2009,2014,0,,119,0,0,0,0,20,15,17,33,34
833,73,470,Volkswagen,Polo abroad version,Volkswagen,Polo abroad version,99,2009;2011;2013;2014;2015,2009,2015,0,,99,0,0,0,0,4,5,20,45,25
834,73,435,Volkswagen,Polo hatchback,Volkswagen,Polo hatchback,125,2009;2011;2013;2014,2009,2014,0,,125,0,0,0,0,20,17,18,32,38
835,73,454,Volkswagen,Volkswagen R36,Volkswagen,R36,52,2008;2009,2008,2009,0,,52,0,0,0,0,7,5,8,18,14
836,73,505,Volkswagen,Sagitar,Volkswagen,Sagitar,125,2010;2011;2012;2013;2014,2010,2014,0,,125,0,0,0,0,27,23,16,31,28
837,73,506,Volkswagen,Sagitar GLI,Volkswagen,Sagitar GLI,86,2013,2013,2013,0,,86,0,0,0,0,12,11,17,26,20
838,73,443,Volkswagen,Santana,Volkswagen,Santana,117,2013;2015,2013,2015,0,,117,0,0,0,4,23,9,15,41,25
839,73,444,Volkswagen,Santana Vista,Volkswagen,Santana Vista,76,2004;2006;2008;2010,2004,2010,0,,76,0,0,0,1,14,8,10,30,13
840,73,465,Volkswagen,Scirocco,Volkswagen,Scirocco,133,2009;2010;2011;2013;2015,2009,2015,0,,133,0,0,0,0,21,14,21,51,26
841,73,466,Volkswagen,Scirocco R,Volkswagen,Scirocco R,98,2011;2014,2011,2014,0,,98,0,0,0,0,11,10,19,32,26
842,73,469,Volkswagen,Sharan,Volkswagen,Sharan,120,2012;2013;2014;2015,2012,2015,0,,120,0,0,0,0,18,13,17,40,32
843,73,490,Volkswagen,T-ROC,Volkswagen,T-ROC,56,2014,2014,2014,0,,56,0,0,0,1,6,3,16,18,12
844,73,446,Volkswagen,Tiguan,Volkswagen,Tiguan,120,2012;2013;2015,2012,2015,0,,120,0,0,0,0,18,15,24,36,27
845,73,491,Volkswagen,Tiguan abroad version,Volkswagen,Tiguan abroad version,119,2009;2011;2012;2013;2014,2009,2014,0,,119,0,0,0,0,27,17,18,33,24
846,73,467,Volkswagen,Touareg,Volkswagen,Touareg,130,2009;2010;2011;2012;2013;2014;2015,2009,2015,0,,130,0,0,0,0,20,10,19,54,27
847,73,468,Volkswagen,Touareg hybrid,Volkswagen,Touareg hybrid,67,2011,2011,2011,0,,67,0,0,0,0,5,3,11,38,10
848,73,445,Volkswagen,Touran,Volkswagen,Touran,120,2008;2011;2013;2015,2008,2015,0,,120,0,0,0,0,15,17,21,39,28
849,73,496,Volkswagen,Volkswagen up,Volkswagen,up,120,2009;2013;2014;2015,2009,2015,0,,120,0,0,0,1,9,9,21,44,36
850,73,479,Volkswagen,Volkswagen XL1,Volkswagen,XL1,120,2009;2011;2014,2009,2014,0,,120,0,0,0,3,11,5,35,46,20
851,111,1701,Volvo,Volvo C30,Volvo,C30,150,2008;2009;2010;2011;2012;2013,2008,2013,0,,150,0,0,0,0,25,17,20,48,40
852,111,1719,Volvo,Volvo C70,Volvo,C70,119,2008;2010,2008,2010,0,,119,0,0,0,0,12,10,23,48,26
853,111,1716,Volvo,Volvo Coupe,Volvo,Coupe,59,2013,2013,2013,0,,59,0,0,0,1,3,2,12,27,14
854,111,1720,Volvo,Volvo S40,Volvo,S40,119,2009;2010;2011;2012,2009,2012,0,,119,0,0,0,0,23,15,11,44,26
855,111,1702,Volvo,Volvo S60,Volvo,S60,120,2011;2012;2013;2014,2011,2014,0,,120,0,0,0,0,20,17,22,37,24
856,111,1722,Volvo,Volvo S60L,Volvo,S60L,119,2014;2015,2014,2015,0,,119,0,0,0,0,18,16,24,32,29
857,111,1708,Volvo,Volvo S80,Volvo,S80,119,2006;2008;2012;2013;2014,2006,2014,0,,119,0,0,0,0,13,11,16,43,36
858,111,1721,Volvo,Volvo S80L,Volvo,S80L,135,2009;2010;2011;2012;2014,2009,2014,0,,135,0,0,0,0,29,19,22,35,30
859,111,1703,Volvo,Volvo V40,Volvo,V40,120,2009;2013;2014;2015,2009,2015,0,,120,0,0,0,0,16,16,22,38,28
860,111,1704,Volvo,Volvo V40 CrossCountry,Volvo,V40 CrossCountry,111,2014,2014,2014,0,,111,0,0,0,0,8,10,16,41,36
861,111,1705,Volvo,Volvo V60,Volvo,V60,120,2012;2013;2014;2015,2012,2015,0,,120,0,0,0,0,16,17,28,28,31
862,111,1710,Volvo,Volvo V70,Volvo,V70,64,2009;2012;2014,2009,2014,0,,64,0,0,0,0,1,1,8,30,24
863,111,1723,Volvo,Volvo XC Classic,Volvo,XC Classic,111,2014;2015,2014,2015,0,,111,0,0,0,0,13,13,21,35,29
864,111,1717,Volvo,Volvo XC Coupe,Volvo,XC Coupe,72,2014,2014,2014,0,,72,0,0,0,5,7,9,13,20,18
865,111,1706,Volvo,Volvo XC60,Volvo,XC60,205,2009;2010;2011;2012;2013;2014;2015,2009,2015,0,,205,0,0,0,0,33,27,35,53,57
866,111,1711,Volvo,Volvo XC70,Volvo,XC70,130,2004;2007;2008;2011;2012;2014,2004,2014,0,,130,0,0,0,0,17,10,14,55,34
867,111,1707,Volvo,Volvo XC90 abroad version,Volvo,XC90 abroad version,165,2008;2010;2011;2012;2013;2015,2008,2015,0,,165,0,0,0,3,26,19,30,49,38
